ice_large_1,./textures/ice_large_1.png
ice_large_2,./textures/ice_large_2.png
ice_large_3,./textures/ice_large_3.png
ice_medium_1,./textures/ice_medium_1.png
ice_medium_2,./textures/ice_medium_2.png
ice_medium_3,./textures/ice_medium_3.png
ice_small_1,./textures/ice_small_1.png
ice_small_2,./textures/ice_small_2.png
ice_small_3,./textures/ice_small_3.png
iceWater_large_1,./textures/iceWater_large_1.png
iceWater_large_2,./textures/iceWater_large_2.png
iceWater_large_3,./textures/iceWater_large_3.png
iceWater_medium_1,./textures/iceWater_medium_1.png
iceWater_medium_2,./textures/iceWater_medium_2.png
iceWater_medium_3,./textures/iceWater_medium_3.png
iceWater_small_1,./textures/iceWater_small_1.png
iceWater_small_2,./textures/iceWater_small_2.png
iceWater_small_3,./textures/iceWater_small_3.png
lavaRock_large_1,./textures/lavaRock_large_1.png
lavaRock_large_2,./textures/lavaRock_large_2.png
lavaRock_large_3,./textures/lavaRock_large_3.png
lavaRock_medium_1,./textures/lavaRock_medium_1.png
lavaRock_medium_2,./textures/lavaRock_medium_2.png
lavaRock_medium_3,./textures/lavaRock_medium_3.png
lavaRock_small_1,./textures/lavaRock_small_1.png
lavaRock_small_2,./textures/lavaRock_small_2.png
lavaRock_small_3,./textures/lavaRock_small_3.png
stone_large_1,./textures/stone_large_1.png
stone_large_2,./textures/stone_large_2.png
stone_large_3,./textures/stone_large_3.png
stone_medium_1,./textures/stone_medium_1.png
stone_medium_2,./textures/stone_medium_2.png
stone_medium_3,./textures/stone_medium_3.png
stone_small_1,./textures/stone_small_1.png
stone_small_2,./textures/stone_small_2.png
stone_small_3,./textures/stone_small_3.png
waterLand_large_1,./textures/waterLand_large_1.png
waterLand_large_2,./textures/waterLand_large_2.png
waterLand_large_3,./textures/waterLand_large_3.png
waterLand_medium_1,./textures/waterLand_medium_1.png
waterLand_medium_2,./textures/waterLand_medium_2.png
waterLand_medium_3,./textures/waterLand_medium_3.png
waterLand_small_1,./textures/waterLand_small_1.png
waterLand_small_2,./textures/waterLand_small_2.png
waterLand_small_3,./textures/waterLand_small_3.png
sun,./textures/2k_sun.jpg
mercury,./textures/2k_mercury.jpg
venus,./textures/2k_venus_atmosphere.jpg
earth,./textures/2k_earth_daymap.jpg
moon,./textures/2k_moon.jpg
mars,./textures/2k_mars.jpg
jupiter,./textures/2k_jupiter.jpg
saturn,./textures/2k_saturn.jpg
uranus,./textures/2k_uranus.jpg
neptune,./textures/2k_neptune.jpg
gasBlack_large,./textures/gasBlack_large.png
gasBlack_medium,./textures/gasBlack_medium.png
gasBlack_small,./textures/gasBlack_small.png
gasBlue_large,./textures/gasBlue_large.png
gasBlue_medium,./textures/gasBlue_medium.png
gasBlue_small,./textures/gasBlue_small.png
gasOrange_large,./textures/gasOrange_large.png
gasOrange_medium,./textures/gasOrange_medium.png
gasOrange_small,./textures/gasOrange_small.png
gasPurple_large,./textures/gasPurple_large.png
gasPurple_medium,./textures/gasPurple_medium.png
gasPurple_small,./textures/gasPurple_small.png
gasPink_large,./textures/gasPink_large.png
gasPink_medium,./textures/gasPink_medium.png
gasPink_small,./textures/gasPink_small.png
classOStar_large_1,./textures/classOStar_large_1.png
classOStar_large_2,./textures/classOStar_large_2.png
classOStar_small_1,./textures/classOStar_small_1.png
classOStar_small_2,./textures/classOStar_small_2.png
classBStar_large_1,./textures/classBStar_large_1.png
classBStar_large_2,./textures/classBStar_large_2.png
classBStar_small_1,./textures/classBStar_small_1.png
classBStar_small_2,./textures/classBStar_small_2.png
classAStar_large_1,./textures/classAStar_large_1.png
classAStar_large_2,./textures/classAStar_large_2.png
classAStar_small_1,./textures/classAStar_small_1.png
classAStar_small_2,./textures/classAStar_small_2.png
classFStar_large_1,./textures/classFStar_large_1.png
classFStar_large_2,./textures/classFStar_large_2.png
classFStar_small_1,./textures/classFStar_small_1.png
classFStar_small_2,./textures/classFStar_small_2.png
classGStar_large_1,./textures/classGStar_large_1.png
classGStar_large_2,./textures/classGStar_large_2.png
classGStar_small_1,./textures/classGStar_small_1.png
classGStar_small_2,./textures/classGStar_small_2.png
classKStar_large_1,./textures/classKStar_large_1.png
classKStar_large_2,./textures/classKStar_large_2.png
classKStar_small_1,./textures/classKStar_small_1.png
classKStar_small_2,./textures/classKStar_small_2.png
classMStar_large_1,./textures/classMStar_large_1.png
classMStar_large_2,./textures/classMStar_large_2.png
classMStar_small_1,./textures/classMStar_small_1.png
classMStar_small_2,./textures/classMStar_small_2.png
